Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Carroll County, MO",29033,0,0
HIV diagnoses,2022,"Carroll County, MS",28015,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carroll County, NH",33003,0,0
HIV diagnoses,2022,"Carroll County, OH",39019,0,0
HIV diagnoses,2022,"Carroll County, TN",47017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carroll County, VA",51035,0,0
HIV diagnoses,2022,"Carson City, NV",32510,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carson County, TX",48065,0,0
HIV diagnoses,2022,"Carter County, KY",21043,0,0
HIV diagnoses,2022,"Carter County, MO",29035,0,0
HIV diagnoses,2022,"Carter County, MT",30011,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carter County, OK",40019,0,0
HIV diagnoses,2022,"Carter County, TN",47019,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carteret County, NC",37031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Carver County, MN",27019,0,0
HIV diagnoses,2022,"Cascade County, MT",30013,Data suppressed,Data suppressed
HIV diagnoses,2022,"Casey County, KY",21045,0,0
HIV diagnoses,2022,"Cass County, IA",19029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cass County, IL",17017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cass County, IN",18017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cass County, MI",26027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cass County, MN",27021,0,0
HIV diagnoses,2022,"Cass County, MO",29037,7,7.6
HIV diagnoses,2022,"Cass County, ND",38017,20,12.4
HIV diagnoses,2022,"Cass County, NE",31025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cass County, TX",48067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cassia County, ID",16031,0,0
HIV diagnoses,2022,"Castro County, TX",48069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Caswell County, NC",37033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Catahoula Parish, LA",22025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Catawba County, NC",37035,8,5.8
HIV diagnoses,2022,"Cataño Municipio, PR",72033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Catoosa County, GA",13047,Data suppressed,Data suppressed
HIV diagnoses,2022,"Catron County, NM",35003,0,0
HIV diagnoses,2022,"Cattaraugus County, NY",36009,0,0
HIV diagnoses,2022,"Cavalier County, ND",38019,0,0
HIV diagnoses,2022,"Cayey Municipio, PR",72035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cayuga County, NY",36011,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cecil County, MD",24015,0,0
HIV diagnoses,2022,"Cedar County, IA",19031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cedar County, MO",29039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cedar County, NE",31027,0,0
HIV diagnoses,2022,"Ceiba Municipio, PR",72037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Centre County, PA",42027,5,3.5
HIV diagnoses,2022,"Cerro Gordo County, IA",19033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chaffee County, CO",08015,0,0
HIV diagnoses,2022,"Chambers County, AL",01017,12,41.2
HIV diagnoses,2022,"Chambers County, TX",48071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Champaign County, IL",17019,16,9
HIV diagnoses,2022,"Champaign County, OH",39021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chariton County, MO",29041,0,0
HIV diagnoses,2022,"Charles City County, VA",51036,0,0
HIV diagnoses,2022,"Charles County, MD",24017,24,16.9
HIV diagnoses,2022,"Charles Mix County, SD",46023,0,0
HIV diagnoses,2022,"Charleston County, SC",45019,70,19.4
HIV diagnoses,2022,"Charlevoix County, MI",26029,0,0
HIV diagnoses,2022,"Charlotte County, FL",12015,13,7
HIV diagnoses,2022,"Charlotte County, VA",51037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Charlottesville City, VA",51540,Data suppressed,Data suppressed
HIV diagnoses,2022,"Charlton County, GA",13049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chase County, KS",20017,0,0
HIV diagnoses,2022,"Chase County, NE",31029,0,0
HIV diagnoses,2022,"Chatham County, GA",13051,60,23.4
HIV diagnoses,2022,"Chatham County, NC",37037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chattooga County, GA",13055,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chautauqua County, KS",20019,0,0
HIV diagnoses,2022,"Chautauqua County, NY",36013,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chaves County, NM",35005,5,9.4
HIV diagnoses,2022,"Cheatham County, TN",47021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cheboygan County, MI",26031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chelan County, WA",53007,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chemung County, NY",36015,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chenango County, NY",36017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cherokee County, AL",01019,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cherokee County, GA",13057,16,6.7
HIV diagnoses,2022,"Cherokee County, IA",19035,0,0
HIV diagnoses,2022,"Cherokee County, KS",20021,0,0
HIV diagnoses,2022,"Cherokee County, NC",37039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cherokee County, OK",40021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cherokee County, SC",45021,9,19.1
HIV diagnoses,2022,"Cherokee County, TX",48073,7,16.6
HIV diagnoses,2022,"Cherry County, NE",31031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chesapeake City, VA",51550,20,9.5
HIV diagnoses,2022,"Cheshire County, NH",33005,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chester County, PA",42029,16,3.5
HIV diagnoses,2022,"Chester County, SC",45023,0,0
HIV diagnoses,2022,"Chester County, TN",47023,0,0
HIV diagnoses,2022,"Chesterfield County, SC",45025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chesterfield County, VA",51041,32,10.1
HIV diagnoses,2022,"Cheyenne County, CO",08017,0,0
HIV diagnoses,2022,"Cheyenne County, KS",20023,0,0
HIV diagnoses,2022,"Cheyenne County, NE",31033,0,0
HIV diagnoses,2022,"Chickasaw County, IA",19037,0,0
HIV diagnoses,2022,"Chickasaw County, MS",28017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chicot County, AR",05017,Data suppressed,Data suppressed
HIV diagnoses,2022,"Childress County, TX",48075,0,0
HIV diagnoses,2022,"Chilton County, AL",01021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chippewa County, MI",26033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chippewa County, MN",27023,0,0
HIV diagnoses,2022,"Chippewa County, WI",55017,0,0
HIV diagnoses,2022,"Chisago County, MN",27025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chittenden County, VT",50007,0,0
HIV diagnoses,2022,"Choctaw County, AL",01023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Choctaw County, MS",28019,0,0
HIV diagnoses,2022,"Choctaw County, OK",40023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chouteau County, MT",30015,0,0
HIV diagnoses,2022,"Chowan County, NC",37041,0,0
HIV diagnoses,2022,"Christian County, IL",17021,0,0
HIV diagnoses,2022,"Christian County, KY",21047,10,17.6
HIV diagnoses,2022,"Christian County, MO",29043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Chugach Census Area, AK",02063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Churchill County, NV",32001,0,0
HIV diagnoses,2022,"Ciales Municipio, PR",72039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cibola County, NM",35006,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cidra Municipio, PR",72041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cimarron County, OK",40025,0,0
HIV diagnoses,2022,"Citrus County, FL",12017,9,6.2
HIV diagnoses,2022,"Clackamas County, OR",41005,19,5.2
HIV diagnoses,2022,"Claiborne County, MS",28021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Claiborne County, TN",47025,0,0
HIV diagnoses,2022,"Claiborne Parish, LA",22027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clallam County, WA",53009,0,0
HIV diagnoses,2022,"Clare County, MI",26035,0,0
HIV diagnoses,2022,"Clarendon County, SC",45027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clarion County, PA",42031,0,0
HIV diagnoses,2022,"Clark County, AR",05019,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clark County, ID",16033,0,0
HIV diagnoses,2022,"Clark County, IL",17023,0,0
HIV diagnoses,2022,"Clark County, IN",18019,11,10.5
HIV diagnoses,2022,"Clark County, KS",20025,0,0
HIV diagnoses,2022,"Clark County, KY",21049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clark County, MO",29045,0,0
HIV diagnoses,2022,"Clark County, NV",32003,480,24.5
HIV diagnoses,2022,"Clark County, OH",39023,12,10.6
HIV diagnoses,2022,"Clark County, SD",46025,0,0
HIV diagnoses,2022,"Clark County, WA",53011,25,5.7
HIV diagnoses,2022,"Clark County, WI",55019,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clarke County, AL",01025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clarke County, GA",13059,21,18.4
HIV diagnoses,2022,"Clarke County, IA",19039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clarke County, MS",28023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clarke County, VA",51043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clatsop County, OR",41007,0,0
HIV diagnoses,2022,"Clay County, AL",01027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, AR",05021,0,0
HIV diagnoses,2022,"Clay County, FL",12019,18,9.4
HIV diagnoses,2022,"Clay County, GA",13061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, IA",19041,0,0
HIV diagnoses,2022,"Clay County, IL",17025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, IN",18021,0,0
HIV diagnoses,2022,"Clay County, KS",20027,0,0
HIV diagnoses,2022,"Clay County, KY",21051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, MN",27027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, MO",29047,19,8.9
HIV diagnoses,2022,"Clay County, MS",28025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, NC",37043,0,0
HIV diagnoses,2022,"Clay County, NE",31035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clay County, SD",46027,0,0
HIV diagnoses,2022,"Clay County, TN",47027,0,0
HIV diagnoses,2022,"Clay County, TX",48077,0,0
HIV diagnoses,2022,"Clay County, WV",54015,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clayton County, GA",13063,130,53.6
HIV diagnoses,2022,"Clayton County, IA",19043,0,0
HIV diagnoses,2022,"Clear Creek County, CO",08019,0,0
HIV diagnoses,2022,"Clearfield County, PA",42033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clearwater County, ID",16035,0,0
HIV diagnoses,2022,"Clearwater County, MN",27029,0,0
HIV diagnoses,2022,"Cleburne County, AL",01029,0,0
HIV diagnoses,2022,"Cleburne County, AR",05023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clermont County, OH",39025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cleveland County, AR",05025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cleveland County, NC",37045,15,17.7
HIV diagnoses,2022,"Cleveland County, OK",40027,28,10.9
HIV diagnoses,2022,"Clinch County, GA",13065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clinton County, IA",19045,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clinton County, IL",17027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clinton County, IN",18023,5,18.6
HIV diagnoses,2022,"Clinton County, KY",21053,0,0
HIV diagnoses,2022,"Clinton County, MI",26037,0,0
HIV diagnoses,2022,"Clinton County, MO",29049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Clinton County, NY",36019,0,0
HIV diagnoses,2022,"Clinton County, OH",39027,0,0
HIV diagnoses,2022,"Clinton County, PA",42035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cloud County, KS",20029,0,0
HIV diagnoses,2022,"Coahoma County, MS",28027,8,49.1
HIV diagnoses,2022,"Coal County, OK",40029,0,0
HIV diagnoses,2022,"Coamo Municipio, PR",72043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cobb County, GA",13067,167,25.6
HIV diagnoses,2022,"Cochise County, AZ",04003,14,13.1
HIV diagnoses,2022,"Cochran County, TX",48079,0,0
HIV diagnoses,2022,"Cocke County, TN",47029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coconino County, AZ",04005,6,4.8
HIV diagnoses,2022,"Codington County, SD",46029,0,0
HIV diagnoses,2022,"Coffee County, AL",01031,5,11
HIV diagnoses,2022,"Coffee County, GA",13069,9,25.3
HIV diagnoses,2022,"Coffee County, TN",47031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coffey County, KS",20031,0,0
HIV diagnoses,2022,"Coke County, TX",48081,0,0
HIV diagnoses,2022,"Colbert County, AL",01033,8,16.2
HIV diagnoses,2022,"Cole County, MO",29051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coleman County, TX",48083,0,0
HIV diagnoses,2022,"Coles County, IL",17029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Colfax County, NE",31037,0,0
HIV diagnoses,2022,"Colfax County, NM",35007,Data suppressed,Data suppressed
HIV diagnoses,2022,"Colleton County, SC",45029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Collier County, FL",12021,57,16.1
HIV diagnoses,2022,"Collin County, TX",48085,109,11.3
HIV diagnoses,2022,"Collingsworth County, TX",48087,0,0
HIV diagnoses,2022,"Colonial Heights City, VA",51570,0,0
HIV diagnoses,2022,"Colorado County, TX",48089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Colquitt County, GA",13071,17,45.1
HIV diagnoses,2022,"Columbia County, AR",05027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Columbia County, FL",12023,10,16.5
HIV diagnoses,2022,"Columbia County, GA",13073,10,7.4
HIV diagnoses,2022,"Columbia County, NY",36021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Columbia County, OR",41009,Data suppressed,Data suppressed
HIV diagnoses,2022,"Columbia County, PA",42037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Columbia County, WA",53013,0,0
HIV diagnoses,2022,"Columbia County, WI",55021,5,10
HIV diagnoses,2022,"Columbiana County, OH",39029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Columbus County, NC",37047,6,14
HIV diagnoses,2022,"Colusa County, CA",06011,Data suppressed,Data suppressed
HIV diagnoses,2022,"Comal County, TX",48091,11,7
HIV diagnoses,2022,"Comanche County, KS",20033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Comanche County, OK",40031,17,16.9
HIV diagnoses,2022,"Comanche County, TX",48093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Comerío Municipio, PR",72045,0,0
HIV diagnoses,2022,"Concho County, TX",48095,0,0
HIV diagnoses,2022,"Concordia Parish, LA",22029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Conecuh County, AL",01035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Conejos County, CO",08021,0,0
HIV diagnoses,2022,"Contra Costa County, CA",06013,118,12
HIV diagnoses,2022,"Converse County, WY",56009,0,0
HIV diagnoses,2022,"Conway County, AR",05029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cook County, GA",13075,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cook County, IL",17031,858,19.7
HIV diagnoses,2022,"Cook County, MN",27031,0,0
HIV diagnoses,2022,"Cooke County, TX",48097,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cooper County, MO",29053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coos County, NH",33007,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coos County, OR",41011,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coosa County, AL",01037,0,0
HIV diagnoses,2022,"Copiah County, MS",28029,7,29.8
HIV diagnoses,2022,"Copper River Census Area, AK",02066,Data suppressed,Data suppressed
HIV diagnoses,2022,"Corozal Municipio, PR",72047,Data suppressed,Data suppressed
HIV diagnoses,2022,"Corson County, SD",46031,0,0
HIV diagnoses,2022,"Cortland County, NY",36023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coryell County, TX",48099,13,18.6
HIV diagnoses,2022,"Coshocton County, OH",39031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Costilla County, CO",08023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cottle County, TX",48101,0,0
HIV diagnoses,2022,"Cotton County, OK",40033,0,0
HIV diagnoses,2022,"Cottonwood County, MN",27033,0,0
HIV diagnoses,2022,"Covington City, VA",51580,0,0
HIV diagnoses,2022,"Covington County, AL",01039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Covington County, MS",28031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Coweta County, GA",13077,12,9.3
HIV diagnoses,2022,"Cowley County, KS",20035,0,0
HIV diagnoses,2022,"Cowlitz County, WA",53015,Data suppressed,Data suppressed
HIV diagnoses,2022,"Craig County, OK",40035,0,0
HIV diagnoses,2022,"Craig County, VA",51045,0,0
HIV diagnoses,2022,"Craighead County, AR",05031,14,15.1
HIV diagnoses,2022,"Crane County, TX",48103,0,0
HIV diagnoses,2022,"Craven County, NC",37049,17,19.8
HIV diagnoses,2022,"Crawford County, AR",05033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crawford County, GA",13079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crawford County, IA",19047,0,0
HIV diagnoses,2022,"Crawford County, IL",17033,0,0
HIV diagnoses,2022,"Crawford County, IN",18025,0,0
HIV diagnoses,2022,"Crawford County, KS",20037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crawford County, MI",26039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crawford County, MO",29055,0,0
HIV diagnoses,2022,"Crawford County, OH",39033,0,0
HIV diagnoses,2022,"Crawford County, PA",42039,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crawford County, WI",55023,Data suppressed,Data suppressed
HIV diagnoses,2022,"Creek County, OK",40037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crenshaw County, AL",01041,0,0
HIV diagnoses,2022,"Crisp County, GA",13081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crittenden County, AR",05035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crittenden County, KY",21055,0,0
HIV diagnoses,2022,"Crockett County, TN",47033,0,0
HIV diagnoses,2022,"Crockett County, TX",48105,0,0
HIV diagnoses,2022,"Crook County, OR",41013,0,0
HIV diagnoses,2022,"Crook County, WY",56011,0,0
HIV diagnoses,2022,"Crosby County, TX",48107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Cross County, AR",05037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crow Wing County, MN",27035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Crowley County, CO",08025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Culberson County, TX",48109,0,0
HIV diagnoses,2022,"Culebra Municipio, PR",72049,0,0
HIV diagnoses,2022,"Cullman County, AL",01043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Culpeper County, VA",51047,5,11.2
HIV diagnoses,2022,"Cumberland County, IL",17035,0,0
HIV diagnoses,2022,"Cumberland County, KY",21057,0,0
HIV diagnoses,2022,"Cumberland County, ME",23005,22,8.1
HIV diagnoses,2022,"Cumberland County, NC",37051,79,28.7
HIV diagnoses,2022,"Cumberland County, NJ",34011,26,20.7
HIV diagnoses,2022,"Cumberland County, PA",42041,9,3.9
